aviation.airline_airport_presence.airport	aviation.airport.airlines
fictional_universe.character_occupation.characters_with_this_occupation	fictional_universe.fictional_character.occupation
fictional_universe.fictional_character.occupation	fictional_universe.character_occupation.characters_with_this_occupation
book.translation.translator	book.translator.works_translated
book.translator.works_translated	book.translation.translator
user.alexander.default_domain.human_sense_organ.sense	user.alexander.default_domain.human_sense.sense_organ
user.alexander.default_domain.human_sense.sense_organ	user.alexander.default_domain.human_sense_organ.sense
games.game.derived_from	games.game.derivative_games
games.game.derivative_games	games.game.derived_from
user.yarnover.default_domain.handcraft_technique.is_a_technique_of1	user.yarnover.default_domain.handcraft.technique
user.yarnover.default_domain.handcraft.technique	user.yarnover.default_domain.handcraft_technique.is_a_technique_of1
user.agroschim.default_domain.notable_author_of_a_lit_movement.literary_movement	user.agroschim.default_domain.literary_movement.important_writers
user.agroschim.default_domain.literary_movement.important_writers	user.agroschim.default_domain.notable_author_of_a_lit_movement.literary_movement
spaceflight.space_mission.space_program	spaceflight.space_program.missions
spaceflight.space_program.missions	spaceflight.space_mission.space_program
user.maximilianschich.CIDOC_CRM.e1_crm_entity.is_subject_of	user.maximilianschich.CIDOC_CRM.p129.entity_range
user.maximilianschich.CIDOC_CRM.p129.entity_range	user.maximilianschich.CIDOC_CRM.e1_crm_entity.is_subject_of
user.maximilianschich.CIDOC_CRM.e65_creation.has_created	user.maximilianschich.CIDOC_CRM.p94.entity_domain
user.maximilianschich.CIDOC_CRM.p94.entity_domain	user.maximilianschich.CIDOC_CRM.e65_creation.has_created
user.maximilianschich.CIDOC_CRM.type_creation.created_type	user.maximilianschich.CIDOC_CRM.p135.entity_domain
user.maximilianschich.CIDOC_CRM.p135.entity_domain	user.maximilianschich.CIDOC_CRM.type_creation.created_type
user.maximilianschich.CIDOC_CRM.e24_physical_man_made_thing.was_produced_by	user.maximilianschich.CIDOC_CRM.p108.entity_range
user.maximilianschich.CIDOC_CRM.p108.entity_range	user.maximilianschich.CIDOC_CRM.e24_physical_man_made_thing.was_produced_by
digicams.camera_format.cameras	digicams.digital_camera.format
digicams.digital_camera.format	digicams.camera_format.cameras
base.yalebase.person.residential_college	base.yalebase.residential_college.alumni
base.yalebase.residential_college.alumni	base.yalebase.person.residential_college
user.philg.acre.acre_api_class.acre_api_method	user.philg.acre.acre_api_method.acre_method_category
user.philg.acre.acre_api_method.acre_method_category	user.philg.acre.acre_api_class.acre_api_method
computer.software_license.version_of	computer.software_license.versions
computer.software_license.versions	computer.software_license.version_of
base.mapcentral.fgdc_security.metadata_with_this_security	base.mapcentral.fgdc_identification.security_information
base.mapcentral.fgdc_identification.security_information	base.mapcentral.fgdc_security.metadata_with_this_security
base.infection.computer_crime_victim.viral_software_attack	base.infection.computer_infection.infected_software_opererating_system_s
base.infection.computer_infection.infected_software_opererating_system_s	base.infection.computer_crime_victim.viral_software_attack
base.landcover.landform_cover_relationship.specific_land_cover_s	base.landcover.land_cover_class.land_form_s
base.landcover.land_cover_class.land_form_s	base.landcover.landform_cover_relationship.specific_land_cover_s
base.argumentmaps.event_of_disputed_occurance.people_who_think_it_didn_t_happen	base.argumentmaps.thinker.thinks_this_didn_t_happen
base.argumentmaps.thinker.thinks_this_didn_t_happen	base.argumentmaps.event_of_disputed_occurance.people_who_think_it_didn_t_happen
base.engineering.engineering_discipline.project	base.engineering.engineering_project.discipline
base.engineering.engineering_project.discipline	base.engineering.engineering_discipline.project
base.x2010fifaworldcupsouthafrica.play_off_results.world_cup_play_off_game_2	base.x2010fifaworldcupsouthafrica.world_cup_play_off.second_round_game_2
base.x2010fifaworldcupsouthafrica.world_cup_play_off.second_round_game_2	base.x2010fifaworldcupsouthafrica.play_off_results.world_cup_play_off_game_2
user.pak21.whoareyou.user_statistics.distances	user.pak21.whoareyou.user_distance.users
user.pak21.whoareyou.user_distance.users	user.pak21.whoareyou.user_statistics.distances
base.fictionaluniverse.fictional_spaceship_crewman_posting.crewman	base.fictionaluniverse.fictional_spaceship_crewman.postings
base.fictionaluniverse.fictional_spaceship_crewman.postings	base.fictionaluniverse.fictional_spaceship_crewman_posting.crewman
base.fictionaluniverse.fictional_spacecraft_designer.spacecraft_classes_designed	base.fictionaluniverse.fictional_spacecraft_class.designer
base.fictionaluniverse.fictional_spacecraft_class.designer	base.fictionaluniverse.fictional_spacecraft_designer.spacecraft_classes_designed
base.semanticnames.personal_name.person	base.semanticnames.person_with_name.names
base.semanticnames.person_with_name.names	base.semanticnames.personal_name.person
base.tournaments.tournament_round.next_round	base.tournaments.tournament_round.previous_round
base.tournaments.tournament_round.previous_round	base.tournaments.tournament_round.next_round
base.services.bridal_shop_lines.bridal_shop	base.services.bridal_shop.fashions_carried
base.services.bridal_shop.fashions_carried	base.services.bridal_shop_lines.bridal_shop
periodicals.newspaper_circulation_area.newspapers	book.newspaper.circulation_areas
book.newspaper.circulation_areas	periodicals.newspaper_circulation_area.newspapers
base.observances.observance_host_location.observances_hosted	base.observances.observance.host
base.observances.observance.host	base.observances.observance_host_location.observances_hosted
base.warriors.clan_cat.previously_deputy_of	base.warriors.clan.past_deputies
base.warriors.clan.past_deputies	base.warriors.clan_cat.previously_deputy_of
base.roses.rose_breeder.roses_bred	base.roses.roses.bred_by
base.roses.roses.bred_by	base.roses.rose_breeder.roses_bred
base.eventparticipants.known_participants.participated_in	base.eventparticipants.participated_event.notable_participants
base.eventparticipants.participated_event.notable_participants	base.eventparticipants.known_participants.participated_in
base.schemastaging.athlete_extra.coaches	base.schemastaging.coach_athlete_relationship.athlete
base.schemastaging.coach_athlete_relationship.athlete	base.schemastaging.athlete_extra.coaches
base.rollerderby.team.bout	base.rollerderby.bout_performance.team
base.rollerderby.bout_performance.team	base.rollerderby.team.bout
user.tony.default_domain.personal_pathology.bosses	user.tony.default_domain.crazy_bosses.principal_pathology
user.tony.default_domain.crazy_bosses.principal_pathology	user.tony.default_domain.personal_pathology.bosses
user.muggsy.default_domain.mediator_bug_type_1.mediating_property	user.muggsy.default_domain.mediator_bug_type_2.link_to_type_1
user.muggsy.default_domain.mediator_bug_type_2.link_to_type_1	user.muggsy.default_domain.mediator_bug_type_1.mediating_property
transportation.highway_system.highways	transportation.road.highway_system
transportation.road.highway_system	transportation.highway_system.highways
computer.computer.parent_model	computer.computer.includes_models
computer.computer.includes_models	computer.computer.parent_model
user.jg.default_domain.standard.defining_body	user.jg.default_domain.standards_organization.standard
user.jg.default_domain.standards_organization.standard	user.jg.default_domain.standard.defining_body
government.governmental_body.body_this_is_a_component_of	government.governmental_body.component_bodies
government.governmental_body.component_bodies	government.governmental_body.body_this_is_a_component_of
user.kurt.default_domain.thoughtranker.revered_by	user.kurt.default_domain.thoughtranker.points_to
user.kurt.default_domain.thoughtranker.points_to	user.kurt.default_domain.thoughtranker.revered_by
base.tallships.tall_ship_rig.includes_rigs	base.tallships.tall_ship_rig.included_in_rig
base.tallships.tall_ship_rig.included_in_rig	base.tallships.tall_ship_rig.includes_rigs
base.yalebase.comedy_group_member.comedy_groups	base.yalebase.comedy_group_membership.member
base.yalebase.comedy_group_membership.member	base.yalebase.comedy_group_member.comedy_groups
base.footballcoaches.football_team.defensive_coaches	base.footballcoaches.defensive_coaching_tenure.football_team
base.footballcoaches.defensive_coaching_tenure.football_team	base.footballcoaches.football_team.defensive_coaches
base.retail.retailer.inventory	base.retail.retail_inventory_line.retailer
base.retail.retail_inventory_line.retailer	base.retail.retailer.inventory
base.sounds.audio_release.track	base.sounds.audio_recording.release
base.sounds.audio_recording.release	base.sounds.audio_release.track
biology.plant_disease_triangle.plant_disease	biology.plant_disease.plant_disease_triangle
biology.plant_disease.plant_disease_triangle	biology.plant_disease_triangle.plant_disease
base.musiteca.concert.composition	base.musiteca.composition.concert
base.musiteca.composition.concert	base.musiteca.concert.composition
base.folklore.location_in_mythology.adjoins	base.folklore.adjoining_location_in_mythology.location_s
base.folklore.adjoining_location_in_mythology.location_s	base.folklore.location_in_mythology.adjoins
base.datedlocationtest.dated_location_test.split_off_from	base.datedlocationtest.dated_location_split.split_off
base.datedlocationtest.dated_location_split.split_off	base.datedlocationtest.dated_location_test.split_off_from
base.biologydev.complex_organism.part	base.biologydev.organism_part.part_of
base.biologydev.organism_part.part_of	base.biologydev.complex_organism.part
biology.hybrid_parent_classification.hybrids	biology.hybrid_parentage.parent
biology.hybrid_parentage.parent	biology.hybrid_parent_classification.hybrids
base.tournaments.tournament_match.competitors	base.tournaments.match_competitor_relationship.match
base.tournaments.match_competitor_relationship.match	base.tournaments.tournament_match.competitors
law.judicial_title.judges	law.judicial_tenure.title
law.judicial_tenure.title	law.judicial_title.judges
base.industrystandards.industry_standard.part_of	base.industrystandards.industry_standard.parts
base.industrystandards.industry_standard.parts	base.industrystandards.industry_standard.part_of
base.schemastaging.sports_team_extra.managers	base.schemastaging.sports_team_manager_tenure.team
base.schemastaging.sports_team_manager_tenure.team	base.schemastaging.sports_team_extra.managers
base.cars_refactor.model.make	base.cars_refactor.make.model_s
base.cars_refactor.make.model_s	base.cars_refactor.model.make
base.cars_refactor.model_year_styles.model_year	base.cars_refactor.model_year.body_styles
base.cars_refactor.model_year.body_styles	base.cars_refactor.model_year_styles.model_year
computer.computing_platform.file_formats_supported	computer.file_format.used_on
computer.file_format.used_on	computer.computing_platform.file_formats_supported
user.sgmils.Help.help_topic.help_section	user.sgmils.Help.help_section.help_topic
user.sgmils.Help.help_section.help_topic	user.sgmils.Help.help_topic.help_section
language.language_writing_system.parent_writing_systems	language.language_writing_system.child_writing_systems
language.language_writing_system.child_writing_systems	language.language_writing_system.parent_writing_systems
base.database.database.database_manager	base.database.database_manager.database_s_managed
base.database.database_manager.database_s_managed	base.database.database.database_manager
base.bioventurist.science_or_technology_company.products	base.bioventurist.product.developed_by
base.bioventurist.product.developed_by	base.bioventurist.science_or_technology_company.products
base.ultimate.ultimate_division.teams	base.ultimate.ultimate_team.division
base.ultimate.ultimate_team.division	base.ultimate.ultimate_division.teams
base.ultimate.ultimate_classification.divisions	base.ultimate.ultimate_division.classification
base.ultimate.ultimate_division.classification	base.ultimate.ultimate_classification.divisions
base.activism.activism_issue.includes_issues	base.activism.activism_issue.parent_issue
base.activism.activism_issue.parent_issue	base.activism.activism_issue.includes_issues
zoos.zoo_exhibit.notable_animals	zoos.animal_captivity.exhibit
zoos.animal_captivity.exhibit	zoos.zoo_exhibit.notable_animals
base.disaster2.shipwreck.wreck_event	base.disaster2.shipwreck_event.made_shipwreck
base.disaster2.shipwreck_event.made_shipwreck	base.disaster2.shipwreck.wreck_event
base.engineering.harbour.docks	base.engineering.dock.part_of_harbour
base.engineering.dock.part_of_harbour	base.engineering.harbour.docks
user.uoa_it.uoa_it.uoa_intermediary.next_application	user.uoa_it.uoa_it.uoa_application.previous_intermediary
user.uoa_it.uoa_it.uoa_application.previous_intermediary	user.uoa_it.uoa_it.uoa_intermediary.next_application
base.popstra.arrest.arrested_person	base.popstra.celebrity.arrest
base.popstra.celebrity.arrest	base.popstra.arrest.arrested_person
base.musiteca.conductor.concerts_videos	base.musiteca.video.conductor
base.musiteca.video.conductor	base.musiteca.conductor.concerts_videos
base.x2010fifaworldcupsouthafrica.world_cup_qualification.world_cup	base.x2010fifaworldcupsouthafrica.fifa_world_cup.world_cup_qualifications
base.x2010fifaworldcupsouthafrica.fifa_world_cup.world_cup_qualifications	base.x2010fifaworldcupsouthafrica.world_cup_qualification.world_cup
base.x2010fifaworldcupsouthafrica.play_off_qualifier.play_off_results	base.x2010fifaworldcupsouthafrica.play_off_results.qualified_as
base.x2010fifaworldcupsouthafrica.play_off_results.qualified_as	base.x2010fifaworldcupsouthafrica.play_off_qualifier.play_off_results
base.engineeringdraft.manufacturing_plant_production.factory	base.engineeringdraft.manufacturing_location.production
base.engineeringdraft.manufacturing_location.production	base.engineeringdraft.manufacturing_plant_production.factory
base.argumentmaps.expression_of_correlation.supports_the_correlation	base.argumentmaps.correlation.reasons_for_believing_a_correlation
base.argumentmaps.correlation.reasons_for_believing_a_correlation	base.argumentmaps.expression_of_correlation.supports_the_correlation
user.uoa_it.uoa_it.uoa_role.manages_process	user.uoa_it.uoa_it.uoa_business_process.executive_process_owner
user.uoa_it.uoa_it.uoa_business_process.executive_process_owner	user.uoa_it.uoa_it.uoa_role.manages_process
user.jamie.default_domain.yacht_racing.yacht_owner.competitions	user.jamie.default_domain.yacht_racing.competitor.owner
user.jamie.default_domain.yacht_racing.competitor.owner	user.jamie.default_domain.yacht_racing.yacht_owner.competitions
base.baggage_fees.baggage_fee.baggage_rule	base.baggage_fees.baggage_rule.baggage_fee
base.baggage_fees.baggage_rule.baggage_fee	base.baggage_fees.baggage_fee.baggage_rule
user.sprocketonline.default_domain.bothy_maintenance_tenure.bothy	user.sprocketonline.default_domain.bothy.maintainer
user.sprocketonline.default_domain.bothy.maintainer	user.sprocketonline.default_domain.bothy_maintenance_tenure.bothy
base.militaryinfiction.military_character.participated_in_conflicts	base.militaryinfiction.military_conflict_in_fiction.military_characters_involved
base.militaryinfiction.military_conflict_in_fiction.military_characters_involved	base.militaryinfiction.military_character.participated_in_conflicts
music.music_video_choreographer.music_videos_choreographed	music.music_video.choreographer
music.music_video.choreographer	music.music_video_choreographer.music_videos_choreographed
celebrities.abused_substance.abused_by	celebrities.substance_abuse_problem.substance
celebrities.substance_abuse_problem.substance	celebrities.abused_substance.abused_by
biology.genome_curator.build	biology.genome_build.curator
biology.genome_build.curator	biology.genome_curator.build
measurement_unit.time_unit.measurement_system	measurement_unit.measurement_system.time_units
measurement_unit.measurement_system.time_units	measurement_unit.time_unit.measurement_system
tv.tv_program.regular_personal_appearances	tv.tv_regular_personal_appearance.program
tv.tv_regular_personal_appearance.program	tv.tv_program.regular_personal_appearances
user.giladgoren.default_domain.telecom_network_layer.supper_layer	user.giladgoren.default_domain.telecom_network_layer.sub_layer
user.giladgoren.default_domain.telecom_network_layer.sub_layer	user.giladgoren.default_domain.telecom_network_layer.supper_layer
biology.organism_classification.organisms_of_this_type	biology.organism.organism_type
biology.organism.organism_type	biology.organism_classification.organisms_of_this_type
user.nix.apiary.api_parameter.entry_point	user.nix.apiary.api_entry_point.parameter
user.nix.apiary.api_entry_point.parameter	user.nix.apiary.api_parameter.entry_point
user.maximilianschich.CIDOC_CRM.e39_actor.is_identified_by	user.maximilianschich.CIDOC_CRM.p131.entity_domain
user.maximilianschich.CIDOC_CRM.p131.entity_domain	user.maximilianschich.CIDOC_CRM.e39_actor.is_identified_by
base.column.column.genre	base.column.column_genre.columns_of_this_genre
base.column.column_genre.columns_of_this_genre	base.column.column.genre
olympics.olympic_demonstration_medal_honor.medalist	olympics.olympic_athlete.demonstration_medals_won
olympics.olympic_athlete.demonstration_medals_won	olympics.olympic_demonstration_medal_honor.medalist
user.blackhound.hornblower_universe.character.character_in_this_short_story	user.blackhound.hornblower_universe.short_stories.appears_in_short_story
user.blackhound.hornblower_universe.short_stories.appears_in_short_story	user.blackhound.hornblower_universe.character.character_in_this_short_story
fictional_universe.fictional_character.education	fictional_universe.school_in_fiction.students_graduates
fictional_universe.school_in_fiction.students_graduates	fictional_universe.fictional_character.education
amusement_parks.ride_manufacturer.rides	amusement_parks.ride.manufacturer
amusement_parks.ride.manufacturer	amusement_parks.ride_manufacturer.rides
base.jamesbond007.bond_movie_villain.fate	base.jamesbond007.villain_fate.villain
base.jamesbond007.villain_fate.villain	base.jamesbond007.bond_movie_villain.fate
spaceflight.mission_destination.missions_sent_here	spaceflight.space_mission.destination
spaceflight.space_mission.destination	spaceflight.mission_destination.missions_sent_here
base.conservationaction.participation_group.participants	base.conservationaction.participation.group_activity
base.conservationaction.participation.group_activity	base.conservationaction.participation_group.participants
base.nascar.nascar_race_instance.race	base.nascar.nascar_race.race_instances
base.nascar.nascar_race.race_instances	base.nascar.nascar_race_instance.race
business.brand.includes_brands	business.brand.parent_brand
business.brand.parent_brand	business.brand.includes_brands
chemistry.periodic_table_block.elements	chemistry.chemical_element.periodic_table_block
chemistry.chemical_element.periodic_table_block	chemistry.periodic_table_block.elements
business.consumer_product.themes	business.product_theme.products
business.product_theme.products	business.consumer_product.themes
base.popstra.public_insult.victim	base.popstra.celebrity.insult_victim
base.popstra.celebrity.insult_victim	base.popstra.public_insult.victim
medicine.vaccine.infectious_disease	medicine.infectious_disease.vaccine
medicine.infectious_disease.vaccine	medicine.vaccine.infectious_disease
biology.plant_disease_cause.plant_disease_triangle	biology.plant_disease_triangle.plant_disease_cause
biology.plant_disease_triangle.plant_disease_cause	biology.plant_disease_cause.plant_disease_triangle
base.community.local_currency_area.currency	base.community.local_currency.local_area
base.community.local_currency.local_area	base.community.local_currency_area.currency
base.shapedcities.city_shape.cities_with_this_shape	base.shapedcities.shaped_city.shape
base.shapedcities.shaped_city.shape	base.shapedcities.city_shape.cities_with_this_shape
user.micahsaul.advertising.ad_campaign.ads	user.micahsaul.advertising.ad.part_of_campaign
user.micahsaul.advertising.ad.part_of_campaign	user.micahsaul.advertising.ad_campaign.ads
base.services.post_office_service.post_offices	base.services.post_office.postal_office_service
base.services.post_office.postal_office_service	base.services.post_office_service.post_offices
base.lateromanpottery.type_series.has_type	base.lateromanpottery.vessel_type.type_series
base.lateromanpottery.vessel_type.type_series	base.lateromanpottery.type_series.has_type
aviation.icao_airline_designator.airline	aviation.airline.ICAO_designator
aviation.airline.ICAO_designator	aviation.icao_airline_designator.airline
geography.glacier_status.glaciers_of_this_status	geography.glacier.status
geography.glacier.status	geography.glacier_status.glaciers_of_this_status
user.maximilianschich.CIDOC_CRM.e19_physical_object.is_identified_by	user.maximilianschich.CIDOC_CRM.p47.entity_domain
user.maximilianschich.CIDOC_CRM.p47.entity_domain	user.maximilianschich.CIDOC_CRM.e19_physical_object.is_identified_by
user.danm.default_domain.property_cvt.root_schema	user.danm.default_domain.schema_type.native_properties
user.danm.default_domain.schema_type.native_properties	user.danm.default_domain.property_cvt.root_schema
user.robert.performance.performer.other_performances	user.robert.performance.performance.other_performers
user.robert.performance.performance.other_performers	user.robert.performance.performer.other_performances
user.alexbl.congressional_voting_records.bill.sponsored_by	user.alexbl.congressional_voting_records.congressional_member.bills_sponsored
user.alexbl.congressional_voting_records.congressional_member.bills_sponsored	user.alexbl.congressional_voting_records.bill.sponsored_by
base.saturdaynightlive.snl_individual_sketch_performance.character	base.saturdaynightlive.snl_character.sketch_episodes
base.saturdaynightlive.snl_character.sketch_episodes	base.saturdaynightlive.snl_individual_sketch_performance.character
chemistry.isotope_decay.isotope	chemistry.isotope.decay_modes
chemistry.isotope.decay_modes	chemistry.isotope_decay.isotope
base.engineeringdraft.material_strength_term.specifications	base.engineeringdraft.material_strength_specification.strength_term
base.engineeringdraft.material_strength_specification.strength_term	base.engineeringdraft.material_strength_term.specifications
base.proposedprojects.proposed_project.part_of_larger_proposal	base.proposedprojects.proposed_project.options
base.proposedprojects.proposed_project.options	base.proposedprojects.proposed_project.part_of_larger_proposal
engineering.location_with_mains_power.mains_power_standards	engineering.mains_power.location
engineering.mains_power.location	engineering.location_with_mains_power.mains_power_standards
base.sportssandbox.sports_team.member_appearances	base.sportssandbox.sports_team_member_appearance.team
base.sportssandbox.sports_team_member_appearance.team	base.sportssandbox.sports_team.member_appearances
base.architecture2.construction_project.structure	base.architecture2.structure2.construction_project
base.architecture2.structure2.construction_project	base.architecture2.construction_project.structure
computer.software_genre.subgenres	computer.software_genre.parent_genre
computer.software_genre.parent_genre	computer.software_genre.subgenres
base.americancivilwar.ship.conflicts_involved_in	base.americancivilwar.battle.ships_involved_in_this_conflict
base.americancivilwar.battle.ships_involved_in_this_conflict	base.americancivilwar.ship.conflicts_involved_in
medicine.drug.active_moiety_of	medicine.drug_formulation.active_moieties
medicine.drug_formulation.active_moieties	medicine.drug.active_moiety_of
base.schemastaging.educational_institution_extra.libraries	base.schemastaging.scholastic_library.institution
base.schemastaging.scholastic_library.institution	base.schemastaging.educational_institution_extra.libraries
base.schemastaging.sumo_wrestler_division_relationship.wrestler	base.schemastaging.sumo_wrestler.divisions
base.schemastaging.sumo_wrestler.divisions	base.schemastaging.sumo_wrestler_division_relationship.wrestler
finance.currency.sub_units	business.currency_sub_unit.currency
business.currency_sub_unit.currency	finance.currency.sub_units
tv.tv_program.original_network	tv.tv_network_duration.program
tv.tv_network_duration.program	tv.tv_program.original_network
user.jschell.default_domain.orator.speech_given	user.jschell.default_domain.famous_speech.orator
user.jschell.default_domain.famous_speech.orator	user.jschell.default_domain.orator.speech_given
opera.opera_company.operas_produced	opera.opera_production.producing_company
opera.opera_production.producing_company	opera.opera_company.operas_produced
fictional_universe.fictional_universe.species	fictional_universe.character_species.found_in_fictional_universe
fictional_universe.character_species.found_in_fictional_universe	fictional_universe.fictional_universe.species
user.wiznia.default_domain.computer_file.newer_versions	user.wiznia.default_domain.computer_file.previous_versions
user.wiznia.default_domain.computer_file.previous_versions	user.wiznia.default_domain.computer_file.newer_versions
user.maximilianschich.CIDOC_CRM.e1_crm_entity.exemplifies	user.maximilianschich.CIDOC_CRM.p137.entity_range
user.maximilianschich.CIDOC_CRM.p137.entity_range	user.maximilianschich.CIDOC_CRM.e1_crm_entity.exemplifies
wine.vineyard.wines	wine.wine.vineyard
wine.wine.vineyard	wine.vineyard.wines
user.tadhg.irish_politics.dail_eireann.members	user.tadhg.irish_politics.membership_of_dail_eireann.dail
user.tadhg.irish_politics.membership_of_dail_eireann.dail	user.tadhg.irish_politics.dail_eireann.members
distilled_spirits.distillery.spirits	distilled_spirits.distilled_spirit.distillery
distilled_spirits.distilled_spirit.distillery	distilled_spirits.distillery.spirits
base.yalebase.comedy_group.alumni	base.yalebase.comedy_group_membership.group
base.yalebase.comedy_group_membership.group	base.yalebase.comedy_group.alumni
base.triathlon.triathlon_result.event	base.triathlon.triathlon_race_event.standings
base.triathlon.triathlon_race_event.standings	base.triathlon.triathlon_result.event
user.avic.assertion_modeling_kit.logical_proposition_building_device.freebase_proposition_builder	user.avic.assertion_modeling_kit.complex_sentence_builder.kind
user.avic.assertion_modeling_kit.complex_sentence_builder.kind	user.avic.assertion_modeling_kit.logical_proposition_building_device.freebase_proposition_builder
user.avic.assertion_modeling_kit.multi_place_fpb.is_used_by	user.avic.assertion_modeling_kit.freebase_proposition.multi_place_proposition_builder
user.avic.assertion_modeling_kit.freebase_proposition.multi_place_proposition_builder	user.avic.assertion_modeling_kit.multi_place_fpb.is_used_by
base.ikariam.ikariam_research.researches_unlocked	base.ikariam.ikariam_research.prerequisite
base.ikariam.ikariam_research.prerequisite	base.ikariam.ikariam_research.researches_unlocked
base.sanfranciscoscene.san_francisco_scene_event.drag_queen_hostesses	base.sanfranciscoscene.san_francisco_draq_queen.drag_events_hosted
base.sanfranciscoscene.san_francisco_draq_queen.drag_events_hosted	base.sanfranciscoscene.san_francisco_scene_event.drag_queen_hostesses
user.uoa_it.uoa_it.uoa_technology.technology_type	user.uoa_it.uoa_it.uoa_technology_type.uoa_technology
